102,170.008372,164.84357,-2.823624,4.356983,0,0,0,0,0,0,0,0,1780912572,0
102,-56.034921,-58.607972,-1.997107,0.430088,0,0,0,0,0,0,0,0,1780912572,0
103,-1.982147,-5.067564,-2.767526,1.570758,0,0,0,0,0,0,0,0,1780912572,0
103,164.929588,167.222147,-0.714321,-1.084571,0,0,0,0,0,0,0,0,1780912572,0
104,113.023517,116.295929,-3.73242,3.478107,0,0,0,0,0,0,0,0,1780912572,0
104,-58.413497,-57.011035,-0.074798,1.088311,0,0,0,0,0,0,0,0,1780912572,0
105,0.901316,-12.446387,5.920262,-1.50718,0,0,0,0,0,0,0,0,1780912572,0
105,166.7397,162.640769,0.392689,-4.390643,0,0,0,0,0,0,0,0,1780912572,0
106,113.909873,111.837968,1.054652,3.268673,0,0,0,0,0,0,0,0,1780912572,0
106,-62.8191,-60.219869,0.826518,1.933528,0,0,0,0,0,0,0,0,1780912572,0
107,-8.676568,-4.065271,2.513213,0.852697,0,0,0,0,0,0,0,0,1780912572,0
107,163.025979,163.261593,-0.725541,-0.231874,0,0,0,0,0,0,0,0,1780912572,0
108,109.134021,108.524417,1.466041,-2.157922,0,0,0,0,0,0,0,0,1780912572,0
108,-55.541254,-60.964109,0.493667,-0.056098,0,0,0,0,0,0,0,0,1780912572,0
109,-9.877076,-4.12511,-0.76294,0.194475,0,0,0,0,0,0,0,0,1780912572,0
109,165.636429,166.964094,-1.350104,2.674028,0,0,0,0,0,0,0,0,1780912572,0
110,107.970912,109.347195,-1.608157,2.9994,0,0,0,0,0,0,0,0,1780912572,0
110,-55.33182,-58.383578,-2.068165,-1.245387,0,0,0,0,0,0,0,0,1780912572,0
111,-4.10641,-0.691881,-2.816145,-2.083124,0,0,0,0,0,0,0,0,1780912572,0
111,161.724494,164.596737,-1.959708,-3.332251,0,0,0,0,0,0,0,0,1780912572,0
112,113.386287,107.099515,-2.569311,0.837738,0,0,0,0,0,0,0,0,1780912572,0
