Timestamp(ms),Theta,Beta,FocusRatio
1780913588264,0.367107,0.101234,0.275762
1780913588280,0.367107,0.101234,0.275762
1780913588295,0.366948,0.101107,0.275535
1780913588310,0.366948,0.101107,0.275535
1780913588326,0.367107,0.101234,0.275762
1780913588342,0.366948,0.101107,0.275535
1780913588358,0.367107,0.101234,0.275762
1780913588374,0.366771,0.100975,0.275308
1780913588390,0.367107,0.101234,0.275762
1780913588406,0.366771,0.100975,0.275308
1780913588422,0.366948,0.101107,0.275535
1780913588438,0.366948,0.101107,0.275535
1780913588455,0.367107,0.101234,0.275762
1780913588470,0.366771,0.100975,0.275308
1780913588485,0.366948,0.101107,0.275535
1780913588500,0.366771,0.100975,0.275308
1780913588515,0.366948,0.101107,0.275535
1780913588531,0.367103,0.101302,0.27595
1780913588546,0.367103,0.101302,0.27595
1780913588562,0.366769,0.101044,0.275499
1780913588578,0.366945,0.101175,0.275724
1780913588594,0.366945,0.101175,0.275724
1780913588610,0.367103,0.101302,0.27595
1780913588626,0.366945,0.101175,0.275724
1780913588642,0.366769,0.101044,0.275499
1780913588658,0.367103,0.101302,0.27595
1780913588674,0.366769,0.101044,0.275499
1780913588691,0.367103,0.101302,0.27595
1780913588706,0.366945,0.101175,0.275724
1780913588722,0.367103,0.101302,0.27595
1780913588737,0.367103,0.101302,0.27595
1780913588753,0.366945,0.101175,0.275724
1780913588769,0.366945,0.101175,0.275724
1780913588785,0.367103,0.101302,0.27595
1780913588801,0.366769,0.101044,0.275499
1780913588817,0.366945,0.101175,0.275724
1780913588833,0.366945,0.101175,0.275724
1780913588849,0.366769,0.101044,0.275499
1780913588865,0.366769,0.101044,0.275499
1780913588881,0.366945,0.101175,0.275724
1780913588897,0.366769,0.101044,0.275499
1780913588913,0.366945,0.101175,0.275724
1780913588929,0.367103,0.101302,0.27595
1780913588945,0.366945,0.101175,0.275724
1780913588961,0.367103,0.101302,0.27595
1780913588976,0.367103,0.101302,0.27595
1780913588992,0.366945,0.101175,0.275724
1780913589008,0.366945,0.101175,0.275724
1780913589025,0.367103,0.101302,0.27595
1780913589040,0.367103,0.101302,0.27595
1780913589056,0.367103,0.101302,0.27595
1780913589072,0.367062,0.101239,0.275808
1780913589088,0.366888,0.101108,0.275584
1780913589105,0.367062,0.101239,0.275808
1780913589120,0.367062,0.101239,0.275808
1780913589136,0.367062,0.101239,0.275808
1780913589152,0.367062,0.101239,0.275808
1780913589168,0.366888,0.101108,0.275584
1780913589184,0.367219,0.101365,0.276033
1780913589199,0.367062,0.101239,0.275808
1780913589215,0.367219,0.101364,0.276033
1780913589231,0.366888,0.101108,0.275584
1780913589246,0.367062,0.101239,0.275808
1780913589262,0.367062,0.101239,0.275808
1780913589278,0.366888,0.101108,0.275584
1780913589294,0.367062,0.101239,0.275808
1780913589310,0.367219,0.101364,0.276033
1780913589325,0.366888,0.101108,0.275584
1780913589340,0.367219,0.101364,0.276033
1780913589357,0.367062,0.101239,0.275808
1780913589372,0.367062,0.101239,0.275808
1780913589388,0.367219,0.101364,0.276033
1780913589404,0.367219,0.101364,0.276033
1780913589421,0.367219,0.101364,0.276033
1780913589436,0.367062,0.101239,0.275808
1780913589452,0.367062,0.101239,0.275808
1780913589468,0.367219,0.101364,0.276033
1780913589485,0.367219,0.101364,0.276033
1780913589500,0.367062,0.101239,0.275808
1780913589516,0.367062,0.101239,0.275808
1780913589532,0.367062,0.101239,0.275808
1780913589548,0.367062,0.101239,0.275808
1780913589564,0.366949,0.101218,0.275838
1780913589580,0.367124,0.101347,0.276057
1780913589595,0.366949,0.101218,0.275838
1780913589610,0.367124,0.101347,0.276057
1780913589627,0.367281,0.101471,0.276276
1780913589642,0.367124,0.101347,0.276057
1780913589658,0.367281,0.101471,0.276276
1780913589673,0.366949,0.101218,0.275838
1780913589689,0.367281,0.101471,0.276276
1780913589705,0.367281,0.101471,0.276276
1780913589722,0.367124,0.101347,0.276057
1780913589737,0.367281,0.101471,0.276276
1780913589752,0.367281,0.101471,0.276276
1780913589767,0.367281,0.101471,0.276276
1780913589783,0.367281,0.101471,0.276276
1780913589799,0.366949,0.101218,0.275838
1780913589815,0.367281,0.101471,0.276276
1780913589832,0.367124,0.101347,0.276057
1780913589847,0.367281,0.101471,0.276276
1780913589861,0.367124,0.101347,0.276057
1780913589876,0.367124,0.101347,0.276057
1780913589892,0.367124,0.101347,0.276057
1780913589909,0.367124,0.101347,0.276057
1780913589925,0.367281,0.101471,0.276276
1780913589940,0.367124,0.101347,0.276057
1780913589956,0.367124,0.101347,0.276057
1780913589972,0.366768,0.101088,0.275619
1780913589987,0.367281,0.101471,0.276276
1780913590003,0.367281,0.101471,0.276276
1780913590019,0.367281,0.101471,0.276276
1780913590035,0.367281,0.101471,0.276276
1780913590052,0.367281,0.101471,0.276276
1780913590067,0.367281,0.101471,0.276276
1780913590083,0.367073,0.101476,0.276447
1780913590099,0.367231,0.101599,0.276662
1780913590115,0.367073,0.101476,0.276447
1780913590132,0.367231,0.101599,0.276662
1780913590146,0.367073,0.101476,0.276447
1780913590161,0.367073,0.101476,0.276447
1780913590177,0.366897,0.101349,0.276232
1780913590194,0.367073,0.101476,0.276447
1780913590210,0.367231,0.101599,0.276662
1780913590226,0.367231,0.101599,0.276662
1780913590241,0.367073,0.101476,0.276447
1780913590258,0.367231,0.101599,0.276662
1780913590274,0.367231,0.101599,0.276662
1780913590289,0.366897,0.101349,0.276232
1780913590305,0.367231,0.101599,0.276662
1780913590321,0.366716,0.10122,0.276017
1780913590337,0.367073,0.101476,0.276447
1780913590353,0.367073,0.101476,0.276447
1780913590370,0.367231,0.101599,0.276662
1780913590385,0.367073,0.101476,0.276447
1780913590402,0.367231,0.101599,0.276662
1780913590417,0.367231,0.101599,0.276662
1780913590432,0.367231,0.101599,0.276662
1780913590447,0.367231,0.101599,0.276662
1780913590461,0.367231,0.101599,0.276662
1780913590478,0.367073,0.101476,0.276447
1780913590493,0.367231,0.101599,0.276662
1780913590508,0.367073,0.101476,0.276447
1780913590525,0.367231,0.101599,0.276662
1780913590541,0.367231,0.101599,0.276662
1780913590557,0.367073,0.101476,0.276447
1780913590572,0.367073,0.101476,0.276447
1780913590588,0.367181,0.101696,0.276963
1780913590604,0.367181,0.101696,0.276963
1780913590620,0.367181,0.101696,0.276963
1780913590637,0.366847,0.101447,0.276538
1780913590653,0.366847,0.101447,0.276538
1780913590669,0.367023,0.101574,0.27675
1780913590684,0.366847,0.101447,0.276538
1780913590700,0.367181,0.101696,0.276963
1780913590717,0.367023,0.101574,0.27675
1780913590733,0.367023,0.101574,0.27675
1780913590749,0.367181,0.101696,0.276963
1780913590764,0.367181,0.101696,0.276963
1780913590781,0.367181,0.101696,0.276963
1780913590796,0.367181,0.101696,0.276963
1780913590810,0.367023,0.101574,0.27675
1780913590826,0.367023,0.101574,0.27675
1780913590842,0.367023,0.101574,0.27675
1780913590859,0.367181,0.101696,0.276963
1780913590873,0.367181,0.101696,0.276963
1780913590888,0.367023,0.101574,0.27675
1780913590904,0.367181,0.101696,0.276963
1780913590920,0.367181,0.101696,0.276963
1780913590937,0.367023,0.101574,0.27675
1780913590953,0.367023,0.101574,0.27675
1780913590968,0.367181,0.101696,0.276963
1780913590984,0.367181,0.101696,0.276963
1780913591001,0.367181,0.101696,0.276963
1780913591016,0.367023,0.101574,0.27675
1780913591032,0.366847,0.101447,0.276538
1780913591049,0.367023,0.101574,0.27675
1780913591065,0.366847,0.101447,0.276538
1780913591080,0.367181,0.101696,0.276963
1780913591095,0.367181,0.101696,0.276963
1780913591111,0.367142,0.101794,0.277262
1780913591126,0.366983,0.101673,0.277052
1780913591141,0.367142,0.101794,0.277262
1780913591158,0.366807,0.101548,0.276843
1780913591174,0.367142,0.101794,0.277262
1780913591188,0.366983,0.101673,0.277052
1780913591204,0.367142,0.101794,0.277262
1780913591220,0.367142,0.101794,0.277262
1780913591236,0.367142,0.101794,0.277262
1780913591252,0.366983,0.101673,0.277052
1780913591268,0.366807,0.101548,0.276843
1780913591284,0.367142,0.101794,0.277262
1780913591300,0.367142,0.101794,0.277262
1780913591316,0.366983,0.101673,0.277052
1780913591331,0.366983,0.101673,0.277052
1780913591347,0.366983,0.101673,0.277052
1780913591362,0.366983,0.101673,0.277052
1780913591377,0.367142,0.101794,0.277262
1780913591393,0.367142,0.101794,0.277262
1780913591408,0.367142,0.101794,0.277262
1780913591424,0.366983,0.101673,0.277052
1780913591441,0.367142,0.101794,0.277262
1780913591456,0.367142,0.101794,0.277262
1780913591473,0.367142,0.101794,0.277262
1780913591488,0.366807,0.101548,0.276843
1780913591504,0.366983,0.101673,0.277052
1780913591521,0.366983,0.101673,0.277052
1780913591537,0.366983,0.101673,0.277052
1780913591553,0.366983,0.101673,0.277052
1780913591569,0.366983,0.101673,0.277052
1780913591585,0.366983,0.101673,0.277052
1780913591600,0.366983,0.101673,0.277052
1780913591617,0.36695,0.101761,0.277317
1780913591632,0.367109,0.101882,0.277525
1780913591648,0.36695,0.101761,0.277317
1780913591664,0.367109,0.101882,0.277525
1780913591680,0.367109,0.101882,0.277525
1780913591696,0.36695,0.101761,0.277317
1780913591713,0.36695,0.101761,0.277317
1780913591729,0.36695,0.101761,0.277317
1780913591744,0.367109,0.101882,0.277525
1780913591760,0.367109,0.101882,0.277525
1780913591777,0.367109,0.101882,0.277525
1780913591792,0.36695,0.101761,0.277317
1780913591809,0.367109,0.101882,0.277525
1780913591825,0.367109,0.101882,0.277525
1780913591840,0.36695,0.101761,0.277317
1780913591856,0.36695,0.101761,0.277317
1780913591872,0.367109,0.101882,0.277525
1780913591888,0.366774,0.101637,0.277111
